MSN,YYYYMM,Value,Column_Order,Description,Unit
ELEGPUS,199501,266.982,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199502,240.551,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199503,248.586,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199504,231.845,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199505,251.804,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199506,273.764,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199507,315.391,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199508,329.966,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199509,264.128,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199510,250.466,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199511,248.569,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199512,272.179,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199513,3194.23,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199601,283.164,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199602,258.386,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199603,261.97,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199604,240.062,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199605,269.65,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199606,289.121,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199607,313.189,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199608,314.253,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199609,269.833,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199610,257.615,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199611,255.681,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199612,271.216,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199613,3284.141,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199701,286.626,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199702,245.914,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199703,259.078,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199704,245.431,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199705,259.716,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199706,285.909,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199707,329.793,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199708,318.125,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199709,287.287,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199710,270.7,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199711,257.924,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199712,282.872,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199713,3329.375,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199801,281.337,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199802,248.634,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199803,273.664,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199804,248.57,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199805,286.065,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199806,315.857,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199807,346.861,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199808,341.973,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199809,304.726,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199810,270.862,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199811,254.7,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199812,284.166,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199813,3457.416,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199901,301.516,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199902,262.375,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199903,285.337,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199904,267.295,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199905,285.908,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199906,315.311,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199907,361.077,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199908,348.523,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199909,291.766,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199910,270.8,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199911,258.026,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199912,282.049,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,199913,3529.982,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200001,315.035,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200002,281.3,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200003,288.212,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200004,272.47,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200005,309.092,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200006,325.431,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200007,342.104,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200008,353.254,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200009,298.835,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200010,275.711,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200011,271.325,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200012,304.761,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200013,3637.529,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200101,318.736,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200102,270.971,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200103,287.7,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200104,265.855,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200105,288.166,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200106,315.148,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200107,343.834,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200108,356.152,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200109,293.882,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200110,281.391,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200111,266.155,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200112,292.063,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200113,3580.053,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200201,306.171,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200202,269.476,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200203,289.322,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200204,277.126,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200205,294.517,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200206,327.553,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200207,366.98,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200208,360.351,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200209,317.976,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200210,294.096,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200211,283.374,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200212,311.516,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200213,3698.458,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200301,327.446,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200302,286.699,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200303,291.086,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200304,273.016,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200305,294.241,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200306,315.306,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200307,360.116,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200308,367.42,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200309,309.751,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200310,293.289,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200311,284.902,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200312,317.887,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200313,3721.159,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200401,332.296,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200402,301.278,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200403,295.508,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200404,277.603,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200405,313.916,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200406,331.531,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200407,362.932,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200408,354.509,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200409,322.329,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200410,299.476,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200411,289.208,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200412,327.775,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200413,3808.36,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200501,329.896,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200502,286.566,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200503,304.624,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200504,277.402,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200505,302.523,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200506,350.246,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200507,387.63,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200508,390.258,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200509,337.681,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200510,305.201,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200511,294.691,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200512,335.474,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200513,3902.192,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200601,315.254,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200602,295.333,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200603,306.041,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200604,285.788,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200605,317.522,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200606,351.36,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200607,396.263,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200608,393.589,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200609,319.181,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200610,308.218,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200611,296.571,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200612,322.957,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200613,3908.077,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200701,339.968,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200702,311.81,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200703,308.331,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200704,291.254,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200705,317.826,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200706,350.339,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200707,379.914,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200708,407.865,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200709,342.713,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200710,319.83,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200711,301.907,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200712,333.586,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200713,4005.343,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200801,349.836,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200802,313.292,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200803,312.41,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200804,294.203,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200805,313.216,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200806,360.612,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200807,389.318,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200808,375.612,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200809,327.021,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200810,306.769,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200811,299.222,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200812,332.839,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200813,3974.349,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200901,343.516,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200902,290.221,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200903,299.257,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200904,278.994,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200905,300.496,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200906,336.011,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200907,359.842,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200908,368.139,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200909,315.163,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200910,295.093,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200911,285.012,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200912,338.095,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,200913,3809.837,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201001,348.128,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201002,307.994,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201003,299.571,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201004,276.121,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201005,315.656,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201006,362.985,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201007,396.195,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201008,394.651,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201009,333.057,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201010,295.646,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201011,293.833,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201012,348.549,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201013,3972.386,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201101,350.001,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201102,301.632,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201103,306.808,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201104,290.519,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201105,311.403,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201106,354.929,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201107,404.802,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201108,392.441,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201109,325.113,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201110,296.676,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201111,291.639,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201112,322.225,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201113,3948.186,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201201,326.186,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201202,296.79,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201203,296.498,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201204,283.182,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201205,323.599,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201206,347.76,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201207,400.315,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201208,381.494,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201209,321.586,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201210,298.905,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201211,293.046,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201212,320.996,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201213,3890.358,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201301,335.062,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201302,297.198,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201303,311.828,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201304,286.807,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201305,309.028,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201306,343.286,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201307,380.108,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201308,370.943,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201309,327.638,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201310,301.782,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201311,301.287,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201312,338.748,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201313,3903.715,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201401,363.645,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201402,312.276,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201403,318.914,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201404,285.453,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201405,312.072,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201406,344.988,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201407,371.817,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201408,370.304,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201409,326.756,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201410,301.847,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201411,304.738,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201412,324.193,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201413,3937.003,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201501,346.758,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201502,322.473,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201503,311.741,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201504,282.197,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201505,309.552,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201506,349.067,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201507,385.889,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201508,377.856,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201509,336.618,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201510,299.168,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201511,287.551,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201512,310.423,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201513,3919.294,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201601,339.2,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201602,301.122,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201603,291.262,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201604,280.548,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201605,303.879,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201606,354.445,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201607,397.635,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201608,395.328,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201609,338.26,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201610,300.073,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201611,284.282,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201612,332.044,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201613,3918.078,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201701,330.859,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201702,278.904,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201703,306.382,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201704,282.899,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
